SEGMENTID,STREET,DIRECTION,FROM_STREET,TO_STREET,LENGTH, STREET_HEADING, COMMENTS,START_LONGITUDE, START_LATITUDE,END_LONGITUDE, END_LATITUDE, CURRENT_SPEED, LAST_UPDATED
194,North,EB,Elston,Halsted,0.72,W,,-87.66216249,41.91056893,-87.64827304,41.91078242,20,40:03.0
17,55th,WB,Cicero,Laramie,0.54,W,,-87.74198347,41.79316818,-87.75250618,41.79302504,14,40:04.0
80,Pulaski,SB,Roosevelt,16th,0.5,S,,-87.72542116,41.86617504,-87.72520564,41.85887124,25,40:06.0
312,Irving Park,WB,California,Kedzie,0.49,W,,-87.69823918,41.95411109,-87.70801353,41.95405692,25,40:13.0
660,Congress,WB,Michigan,State,0.17,E,,-87.62425178,41.87587389,-87.62762772,41.87575909,-1,40:16.0
1118,111th,WB,Western,Kedzie,1.017751514,W,Outside City Limits,-87.68115376,41.69191637,-87.70082636,41.691705,-1,40:26.0
883,LaSalle,WB,Stockton,Clark,0.08,W,,-87.6319114,41.91338323,-87.632854,41.913172,20,40:24.0
395,Western,SB,Division,Chicago,0.5,N,,-87.68721042,41.90301716,-87.68702624,41.89574428,20,40:09.0
488,111th,WB,Michigan,Stewart,0.61,E,,-87.62103633,41.69275631,-87.63292159,41.69259844,-1,40:18.0
388,Western,SB,Cermak,31st,0.9,S,,-87.68582378,41.85203294,-87.68540628,41.83907505,-1,40:09.0
503,Archer,EB,Western,Damen,0.63,S,,-87.68489602,41.82587891,-87.67537287,41.83168929,25,40:19.0
54,Pulaski,NB,Elston,Lawrence,0.6,N,,-87.72760526,41.95961283,-87.72792539,41.96824133,24,40:05.0
275,87th,WB,Dr Martin L King Jr,Dan Ryan Expy,0.53,E,,-87.61452643,41.73664023,-87.624761,41.736485,25,40:15.0
511,Archer,WB,Cicero,Laramie,0.51,S,,-87.74290093,41.79877485,-87.75265489,41.79736303,26,40:19.0
1151,Harlem,NB,Madison,Chicago,1.005900311,S,Outside City Limits,-87.80454881,41.87969928,-87.80510079,41.8942683,-1,40:29.0
328,Western,NB,107th,103rd,0.5,S,,-87.68120464,41.69907792,-87.68143727,41.70637528,-1,40:14.0
20,Pulaski,NB,107th,103rd,0.5,S,IDOT Signals possible in this segment,-87.72044462,41.69856112,-87.72079437,41.70590189,33,40:04.0
470,95th,WB,Cottage Grove,Dr Martin L King Jr,0.49,E,,-87.60450127,41.72222592,-87.61409116,41.72202171,23,40:18.0
102,Ashland,NB,79th,71st,1,S,,-87.66325414,41.75035601,-87.66361272,41.76490796,29,40:06.0
183,87th,EB,Kostner,Pulaski,0.5,W,IDOT Signals Possible,-87.73116188,41.7345524,-87.72145796,41.73471807,14,40:03.0
695,Dr Martin L King Jr,NB,47th,43rd,0.5,S,,-87.61639431,41.80938488,-87.61659937,41.81663449,-1,40:17.0
236,Roosevelt,WB,California,Kedzie,0.5,W,,-87.69590613,41.86664787,-87.70566786,41.86654251,-1,40:11.0
86,Pulaski,SB,Grand,Division,0.24,N,,-87.72665871,41.90615894,-87.72655392,41.90267437,19,40:06.0
1269,Madison,WB,Michigan,Wacker,0.64,W,Oneway WB,-87.624366,41.882109,-87.636891,41.882014,19,40:20.0
573,Cicero,NB,Harrison,Madison,0.51,S,,-87.74480742,41.87313826,-87.74507418,41.88049469,19,40:10.0
712,Dr Martin L King Jr,SB,51st,Garfield,0.51,S,,-87.61634162,41.80211191,-87.61615784,41.79467784,-1,40:17.0
247,55th,EB,Narragansett,Austin,0.5,W,,-87.78180678,41.79221177,-87.77206742,41.79240528,26,40:19.0
1024,Wacker,NB,Van Buren,Madison,0.35,S,,-87.63665943,41.87680423,-87.63670641,41.88191408,18,40:21.0
1308,Harrison,EB,Canal,State,0.6,W,,-87.639487,41.874238,-87.627611,41.874452,11,40:30.0
348,Western,NB,Cermak,18th,0.5,S,,-87.68545675,41.85203087,-87.685797,41.857496,23,40:08.0
1171,Harlem,SB,North Ave,Chicago,1.007062287,N,Outside City Limits,-87.80595365,41.90885603,-87.80550079,41.8942683,30,40:29.0
1294,State,NB,Congress,Wacker,0.77,N,,-87.627518,41.875639,-87.627876,41.886813,16,40:29.0
975,Pershing,WB,Ashland,Damen,0.5,W,,-87.66551,41.82327531,-87.67507424,41.82324972,-1,40:29.0
1063,Washington,WB,Ashland,Damen,0.5,W,,-87.66686997,41.88343618,-87.67668895,41.88328412,-1,40:26.0
1001,Touhy,EB,Kedzie,California,0.47,W,,-87.70905674,42.01171965,-87.69974663,42.01197638,-1,40:27.0
294,Irving Park,EB,Damen,Ashland,0.5,W,,-87.67875572,41.95401974,-87.66905029,41.95415315,18,40:13.0
670,Cumberland,NB,Lawrence,Kennedy Expy,1.2,N,,-87.83646579,41.96660292,-87.83639722,41.98421906,-1,40:16.0
826,Milwaukee,NW,Foster,Bryn Mawr,0.61,N,,-87.76755465,41.97565424,-87.77417925,41.98291503,16,40:23.0
200,North,WB,Laramie,Central,0.51,W,,-87.75579439,41.90963848,-87.76572295,41.90951594,25,40:03.0
1056,Randolph,WB,Columbus,Michigan,0.19,E,,-87.62064194,41.884652,-87.62445019,41.88460865,22,40:25.0
481,111th,EB,Stewart,Michigan,0.61,W,,-87.63292458,41.69232403,-87.62103936,41.6924819,16,40:18.0
798,Stony Island,NB,91st,87th,0.5,S,,-87.58506948,41.72961117,-87.58523857,41.73691345,-1,40:22.0
1298,LaSalle,NB,Jackson,Wacker,0.6,N,,-87.632157,41.878134,-87.632384,41.886928,-1,40:29.0
192,North,EB,Damen,Ashland,0.5,W,,-87.67758745,41.91033554,-87.66769305,41.91049309,21,40:03.0
428,95th,EB,Halsted,Wentworth,0.75,W,,-87.64322476,41.72132107,-87.62863893,41.72157278,20,40:07.0
10,Garfield,EB,Dan Ryan Expy,State,0.27,W,,-87.63112831,41.79439745,-87.62570256,41.79450598,23,40:04.0
36,Pulaski,NB,I-55 Expy,31st,0.95,S,,-87.72386698,41.82298978,-87.72429876,41.83688129,30,40:05.0
831,Harlem,NB,Devon,Pratt,0.46,N,,-87.80661307,41.99777443,-87.80652045,42.00446473,-1,40:23.0
365,Western,NB,Lawrence,Foster,0.5,N,,-87.68872273,41.96861389,-87.68896683,41.97589051,18,40:08.0
803,Stony Island,NB,71st,67th,0.5,S,,-87.58591562,41.76608544,-87.58603448,41.77334985,20,40:22.0
122,Ashland,NB,North Ave,Elston,0.55,N,,-87.66750794,41.91062922,-87.66790927,41.9185457,30,40:06.0
918,Michigan,SB,Congress,Roosevelt,0.57,S,,-87.624605,41.875777,-87.62442868,41.86745208,23,40:20.0
643,Cicero,SB,Kinzie,Madison,0.51,N,,-87.74570758,41.8879224,-87.74544139,41.88049658,23,40:16.0
265,87th,WB,Pulaski,Kostner,0.5,W,IDOT Signals Possible,-87.72145536,41.73499249,-87.73115932,41.73482682,-1,40:14.0
47,Pulaski,NB,Grand,North Ave,0.5,N,,-87.72622403,41.90615506,-87.72618238,41.90988572,-1,40:05.0
224,Roosevelt,EB,Ashland,Racine,0.5,W,,-87.66638498,41.86672429,-87.65668267,41.86685941,25,40:11.0
175,Garfield,WB,Damen,Western,0.5,W,,-87.67429916,41.79405352,-87.68404039,41.79401379,32,40:03.0
393,Western,SB,Grand,Washington,0.52,N,,-87.68687813,41.89064909,-87.68666817,41.88299724,23,40:09.0
314,Irving Park,WB,Damen,Western,0.5,W,,-87.67875291,41.95429414,-87.68846485,41.95414994,27,40:13.0
576,Cicero,NB,Chicago,Division,0.51,N,,-87.74562845,41.8949856,-87.74580249,41.90234154,21,40:10.0
925,Michigan,SB,Lake Shore Dr Michigan Exit Ramp,Ohio,0.84,N,,-87.624408,41.90082865,-87.624359,41.892571,15,40:21.0
1305,Harrison,WB,State,Canal,0.6,W,,-87.627611,41.874652,-87.639487,41.874538,17,40:30.0
647,Cicero,SB,Armitage,North Ave,0.5,N,,-87.74629623,41.91693199,-87.74627023,41.90962959,25,40:16.0
1025,Wacker,NB,Madison,Lake,0.26,N,,-87.63670641,41.88191408,-87.63678817,41.88572358,28,40:21.0
1227,Halsted,NB,Armitage,Fullerton,0.5,N,,-87.648318,41.91818,-87.64857,41.925454,-1,40:27.0
32,Pulaski,NB,55th,Archer,0.62,S,,-87.7229756,41.79320342,-87.72332735,41.80231647,17,40:04.0
181,Garfield,WB,Dr Martin L King Jr,State,0.5,E,,-87.61597954,41.79493802,-87.62569954,41.79478039,20,40:03.0
986,Torrence,SB,103rd,107th,0.5,S,,-87.55984874,41.70816921,-87.5597578,41.7009777,29,40:27.0
1036,Wacker,WB,LaSalle,Franklin,0.15,W,,-87.63248289,41.88706643,-87.63544173,41.88699246,20,40:22.0
1222,Halsted,NB,Madison,Grand,0.65,N,,-87.647171,41.881776,-87.647427,41.891185,15,40:27.0
411,79th,EB,State,Dr Martin L King Jr,0.49,E,,-87.62452762,41.75082986,-87.6149133,41.75101415,20,40:10.0
364,Western,NB,Montrose,Lawrence,0.5,N,,-87.68849917,41.96131182,-87.68872273,41.96861389,17,40:08.0
270,87th,WB,Damen,Western,0.5,W,,-87.67278362,41.73579159,-87.68251265,41.73566449,35,40:15.0
1220,Halsted,NB,Roosevelt,Harrison,0.5,S,,-87.646729,41.867152,-87.646935,41.874338,15,40:29.0
467,95th,WB,Wentworth,Halsted,0.75,W,,-87.62863593,41.7218472,-87.64322183,41.72159548,27,40:18.0
1153,Harlem,NB,Forest Preserve Ave,Gunnison,1.002843932,N,Outside City Limits,-87.80714975,41.95381382,-87.80698239,41.96834367,25,40:29.0
547,Cermak,WB,Pulaski,Kostner,0.49,W,,-87.72485396,41.85172956,-87.73450769,41.85158258,30,40:12.0
815,Stony Island,SB,63rd,67th,0.5,S,,-87.58662112,41.78065479,-87.58640104,41.77335223,25,40:23.0
907,Michigan,NB,Congress,Randolph,0.6,S,,-87.624123,41.875777,-87.62426376,41.88447407,17,40:20.0
400,Western,SB,Diversey,Kennedy Expy,0.3,N,,-87.68806644,41.93218016,-87.68793359,41.92798284,17,40:09.0
117,Ashland,NB,Harrison,Washington,0.6,S,,-87.66641535,41.87419937,-87.6666878,41.88329791,19,40:06.0
528,Caldwell,NW,Devon,Mendota,0.96,N,,-87.76650952,41.99730108,-87.78226252,42.00481724,36,40:20.0
796,Stony Island,NB,103rd,95th,1.01,S,,-87.5857288,41.70776803,-87.58495074,41.72234636,56,40:22.0
762,Harlem,NB,63rd,59th,0.51,S,,-87.80071556,41.77729068,-87.80103283,41.78468758,-1,40:21.0
493,Archer,EB,Narragansett,Austin,0.51,S,,-87.78178957,41.79222779,-87.77208272,41.79406784,33,40:26.0
810,Stony Island,SB,83rd,87th,0.5,S,,-87.58577409,41.7442186,-87.58560491,41.73691584,11,40:23.0
1229,Halsted,NB,Diversey,Belmont,0.5,N,,-87.64882,41.932719,-87.649077,41.939979,22,40:27.0
795,Ridge,WB,Hollywood,Peterson,0.63,W,part of Peterson,-87.66240363,41.98518009,-87.67214507,41.99091724,-1,40:22.0
618,Lake Shore Dr,SB,Grand Ave,Randolph,0.51,N,,-87.61427361,41.8919006,-87.61422856,41.88438999,24,40:15.0
353,Western,NB,Grand,Chicago,0.35,N,,-87.68651089,41.89064702,-87.68665896,41.89574221,23,40:08.0
1274,Madison,EB,Ashland,Racine,0.5,E,,-87.666802,41.881354,-87.657142,41.881515,21,40:21.0
1099,Cermak,EB,Ridgeland,Central,1,W,Outside City Limits,-87.78348069,41.850728,-87.76348069,41.850728,-1,40:26.0
21,Pulaski,NB,103rd,99th,0.5,S,IDOT Signals possible in this segment,-87.72072472,41.70590189,-87.72101087,41.71317086,34,40:04.0
75,Pulaski,SB,I-55 Expy,43rd,0.53,S,,-87.72430071,41.82299367,-87.72411212,41.81519841,20,40:05.0
256,87th,EB,Damen,Ashland,0.5,W,,-87.67278643,41.73551717,-87.66306656,41.73565258,20,40:14.0
333,Western,NB,87th,83rd,0.5,S,,-87.68233085,41.73552625,-87.68249602,41.74281467,-1,40:08.0
207,North,WB,Western,California,0.49,W,,-87.68721931,41.91045807,-87.6970335,41.91035455,-1,40:04.0
931,Milwaukee,NW,Peterson,Devon,0.61,N,,-87.78085064,41.99019463,-87.78770639,41.9973513,16,40:24.0
1055,Randolph,WB,Lake Shore Dr,Columbus,0.32,E,,-87.61435627,41.88451807,-87.62064194,41.884652,29,40:25.0
144,Ashland,SB,43rd,47th,0.5,S,,-87.6653316,41.81587186,-87.66515591,41.80860551,18,40:02.0
100,Ashland,NB,87th,83rd,0.5,S,,-87.66288195,41.73578872,-87.66306836,41.74307569,32,40:06.0
535,Cermak,EB,Trumball,Kedzie,0.29,W,,-87.71087806,41.8515085,-87.70521855,41.85174486,23,40:12.0
1033,Wacker,SB,Madison,Van Buren,0.35,N,,-87.63707361,41.8819163,-87.63702659,41.87680645,27,40:22.0
859,Higgins,NW,Central,Austin,0.58,W,,-87.76756092,41.97047094,-87.77823501,41.97332829,25,40:24.0
525,Caldwell,SE,Devon,Central,0.15,N,,-87.76687737,41.9973029,-87.76439676,41.99613935,-1,40:20.0
827,Milwaukee,NW,Bryn Mawr,Peterson,0.61,N,,-87.77417925,41.98291503,-87.78085064,41.99019463,-1,40:23.0
419,79th,WB,State,Vincennes,0.49,E,,-87.6245246,41.75110427,-87.63419387,41.75087884,22,40:07.0
410,79th,EB,Vincennes,State,0.49,W,,-87.63419685,41.75060443,-87.62452762,41.75082986,19,40:10.0
1089,127th,WB,Indiana,Halsted,1.226810174,E,Outside City Limits,-87.61766023,41.66355603,-87.64136541,41.66346792,22,40:26.0
372,Western,SB,91st,95th,0.5,S,IDOT Signals Possible,-87.68248281,41.72823071,-87.68223832,41.72094036,24,40:08.0
680,Desplaines,SB,Madison,Harrison,0.51,N,,-87.64429147,41.88182877,-87.64404174,41.87437478,-1,40:16.0
1288,Chicago,WB,LaSalle,Halsted,0.77,W,,-87.632709,41.896714,-87.647745,41.896497,18,40:28.0
89,Pulaski,SB,Fullerton,Armitage,0.5,N,,-87.72701975,41.92448687,-87.72681006,41.91716907,-1,40:06.0
60,Pulaski,SB,103rd,107th,0.5,S,IDOT Signals possible in this segment,-87.72115711,41.70590579,-87.72087693,41.69856502,29,40:05.0
1241,Halsted,SB,71st,76th,0.62,S,,-87.644601,41.765201,-87.644373,41.756089,33,40:27.0
778,Peterson,EB,Central Park,Jersey,0.39,W,,-87.71887021,41.99011597,-87.71111146,41.99024515,-1,40:22.0
739,Milwaukee,NW,Belmont,Addison,0.78,N,,-87.72376658,41.93914055,-87.73544316,41.94624316,27,40:21.0
542,Cermak,EB,Halsted,Stewart,0.49,W,,-87.64646288,41.85254537,-87.63692791,41.85268567,-1,40:12.0
7,Garfield,EB,Ashland,Racine,0.5,W,,-87.66458324,41.79388716,-87.6548757,41.79403467,-1,40:04.0
439,79th,EB,Cicero,Kostner,0.5,W,,-87.74132905,41.74901033,-87.73160661,41.74920383,25,40:07.0
104,Ashland,NB,67th,63rd,0.5,S,,-87.66383784,41.77219095,-87.66403746,41.7794635,23,40:06.0
1196,Halsted,NB,111th,107th,0.5,S,,-87.642187,41.692355,-87.642417,41.69964,28,40:16.0
485,111th,WB,Racine,Vincennes,0.41,W,,-87.65213555,41.69238405,-87.663399,41.69229942,23,40:18.0
490,111th,WB,Bishop Ford Expy,Cottage Grove,0.57,E,,-87.59880953,41.69264939,-87.60985398,41.69290089,-1,40:19.0
289,Irving Park,EB,Pulaski,Central Park,0.5,W,,-87.72761846,41.95351058,-87.71781463,41.95364925,25,40:15.0
615,Lake Shore Dr,SB,Monroe,Balbo,0.53,N,,-87.61767166,41.88091881,-87.61749612,41.8732575,42,40:21.0
1081,127th,EB,Halsted,Indiana,1.226810174,W,Outside City Limits,-87.64136835,41.6631935,-87.61766327,41.66328161,36,40:26.0
1218,Halsted,NB,Cermak,16th,0.5,S,,-87.646305,41.852646,-87.646517,41.859912,24,40:29.0
756,Ewing,SB,95th,96th,0.13,S,,-87.53672571,41.72294283,-87.53541827,41.72132866,-1,40:21.0
287,Irving Park,EB,Cicero,Kostner,0.47,W,,-87.74730613,41.95328117,-87.73806522,41.9533922,-1,40:15.0
801,Stony Island,NB,79th,75th,0.5,S,,-87.58557682,41.75151848,-87.58574643,41.7587832,15,40:22.0
508,Archer,WB,Austin,Narragansett,0.51,S,,-87.77208033,41.79434225,-87.78178721,41.79250221,24,40:19.0
341,Western,NB,55th,51st,0.5,S,Western Blvd Run Parallel on the East Side,-87.68385842,41.79387555,-87.68404066,41.80114515,-1,40:08.0
710,Dr Martin L King Jr,SB,59th,63rd,0.51,S,,-87.61600437,41.7875182,-87.61581953,41.78018387,-1,40:17.0
1173,Indiana,NB,130th,127th,0.297679101,S,Outside City Limits,-87.61827045,41.65910629,-87.61748652,41.66337931,25,40:29.0
280,Irving Park,EB,Oriole,Harlem,0.5,W,IDOT Signals Possible,-87.81706697,41.95240694,-87.80726194,41.95262568,27,40:15.0
837,Harlem,SB,Armitage,North Ave,0.51,N,,-87.80617521,41.91617063,-87.80593645,41.90883922,-1,40:23.0
1237,Halsted,SB,87th,91st,0.5,S,,-87.643756,41.736073,-87.643606,41.728767,-1,40:27.0
113,Ashland,NB,Archer,Cermak,1,S,,-87.66555814,41.83768279,-87.66584071,41.85232999,35,40:06.0
1103,Cermak,WB,Central,Ridgeland,1,W,Outside City Limits,-87.763913,41.851385,-87.78347834,41.85100241,22,40:26.0
581,Lake Shore Dr,NW,31st,I-55 Expy,0.75,S,,-87.60816788,41.83857175,-87.61245607,41.84897634,55,40:10.0
766,Harlem,NB,Armitage,Grand,0.54,N,,-87.8058078,41.91616894,-87.8060612,41.92399189,-1,40:21.0
927,Milwaukee,NW,Chicago,Division,0.75,N,,-87.65519839,41.89623335,-87.66627862,41.90334086,-1,40:21.0
633,Cicero,SB,67th,72nd,0.64,S,,-87.74223293,41.77112732,-87.74196546,41.76190001,-1,40:16.0
867,Jefferson,NB,Madison,Randolph,0.35,N,,-87.64245651,41.88178555,-87.64262073,41.88448375,19,40:24.0
429,95th,EB,Wentworth,Michigan,0.41,W,,-87.62863893,41.72157278,-87.62053425,41.72163621,22,40:07.0
1254,Halsted,SB,16th,Cermak,0.5,S,,-87.646897,41.859912,-87.646685,41.852646,25,40:28.0
132,Ashland,NB,Bryn Mawr,Clark,0.23,N,,-87.66963224,41.98347478,-87.66952653,41.98675189,31,40:01.0
843,Harlem,SB,Foster,Gunnison,0.5,N,,-87.80720208,41.97546814,-87.80731754,41.9682613,-1,40:23.0
575,Cicero,NB,Kinzie,Chicago,0.49,N,,-87.74534035,41.88792051,-87.74562845,41.8949856,-1,40:10.0
518,Archer,WB,Damen,Western,0.63,S,,-87.67537005,41.8319637,-87.68489325,41.82615333,25,40:20.0
832,Harlem,NB,Pratt,Touhy,0.5,N,,-87.80652045,42.00446473,-87.80644192,42.01171358,-1,40:23.0
1170,Harlem,SB,Chicago,Madison,1.005900311,N,Outside City Limits,-87.80550079,41.8942683,-87.80494881,41.87969928,24,40:29.0
555,Cermak,WB,Racine,Ashland,0.5,W,,-87.65618005,41.85267979,-87.66594029,41.85248977,20,40:12.0
291,Irving Park,EB,Kedzie,California,0.49,W,,-87.70801622,41.95378251,-87.69824191,41.95383669,21,40:06.0
188,North,EB,Central Park,Kedzie,0.5,W,,-87.716702,41.90985695,-87.70696181,41.90997812,27,40:03.0
779,Peterson,EB,Jersey,California,0.6,W,,-87.71111146,41.99024515,-87.69940015,41.99030075,-1,40:22.0
376,Western,SB,Columbus Ave,79th,0.63,S,,-87.68328573,41.75923316,-87.68303038,41.75010386,28,40:08.0
92,Pulaski,SB,Irving Park,Milwaukee,0.85,N,,-87.72786858,41.9536507,-87.72749797,41.94117072,29,40:06.0
13,Archer,WB,Narragansett,Oak Park,0.5,W,,-87.78180443,41.79248619,-87.79157479,41.79229339,-1,40:04.0
946,Milwaukee,SE,Peterson,Bryn Mawr,0.61,N,,-87.78121846,41.9901964,-87.77454705,41.98291682,-1,40:25.0
449,79th,WB,California,Kedzie,0.5,W,,-87.69263646,41.75004024,-87.7024134,41.74985034,42,40:08.0
879,LaSalle,SB,Chicago,Grand,0.35,N,,-87.63290215,41.89661412,-87.63274158,41.89160182,15,40:24.0
272,87th,WB,Racine,Ashland,0.5,W,,-87.65333871,41.73607258,-87.66306371,41.73592699,25,40:15.0
77,Pulaski,SB,26th,31st,0.5,S,,-87.72480373,41.84425808,-87.72460098,41.83688518,23,40:05.0
53,Pulaski,NB,Irving Park,Elston,0.4,N,,-87.72743336,41.95364682,-87.72766174,41.95961283,20,40:05.0
966,Pershing,EB,Western,Damen,0.5,W,,-87.6849,41.82297531,-87.67507424,41.82304972,-1,40:25.0
835,Harlem,SB,Archer,59th,0.5,S,,-87.80171131,41.79194003,-87.80139948,41.78468928,-1,40:23.0
14,55th,WB,Austin,Mobile,0.5,W,,-87.77206503,41.7926797,-87.77935,41.79248619,34,40:04.0
780,Peterson,EB,California,Western,0.49,W,,-87.69940015,41.99030075,-87.68969383,41.99038352,13,40:22.0
464,95th,WB,Ashland,Damen,0.52,W,,-87.66263176,41.72133237,-87.67272559,41.72116401,24,40:18.0
154,Ashland,SB,Chicago,Grand,0.35,N,,-87.66747515,41.8960747,-87.66732626,41.89097846,-1,40:02.0
858,Higgins,NW,Austin,Nagle,0.53,W,,-87.77823501,41.97332829,-87.78785667,41.97639544,27,40:24.0
214,Roosevelt,EB,Central,Laramie,0.5,W,IDOT Signals Possible,-87.76435482,41.86548154,-87.75456003,41.86557615,-1,40:11.0
848,Harlem,SB,Touhy,Pratt,0.5,N,,-87.80680986,42.01171527,-87.80688836,42.00446642,-1,40:23.0
791,Peterson,WB,Ridge,Damen,0.39,W,,-87.67214507,41.99091724,-87.67985777,41.99082463,24,40:22.0
1034,Wacker,SB,Lake,Madison,0.26,N,,-87.63715538,41.88572581,-87.63707361,41.8819163,32,40:22.0
105,Ashland,NB,63rd,59th,0.5,S,,-87.66403746,41.7794635,-87.66421117,41.78674577,26,40:06.0
407,Western,SB,Bryn Mawr,Foster,0.5,N,,-87.68963222,41.98316872,-87.68933457,41.97589257,23,40:09.0
1031,Wacker,EB,Michigan,Lake Shore Dr,0.54,E,,-87.62457922,41.88802888,-87.61402835,41.88736263,29,40:22.0
599,Lake Shore Dr,NW,Irving Park,Montrose,0.51,N,,-87.64458124,41.95465653,-87.64607823,41.96200602,49,40:10.0
792,Ridge,EB,Peterson,Hollywood,0.63,W,part of Peterson,-87.67214791,41.99064283,-87.66240651,41.98490569,-1,40:22.0
494,Archer,EB,Austin,Central,0.51,S,,-87.77208272,41.79406784,-87.76240302,41.79557417,29,40:26.0
401,Western,SB,Belmont,Diversey,0.5,N,,-87.68834859,41.93946185,-87.68806644,41.93218016,31,40:09.0
383,Western,SB,47th,51st,0.5,S,Western Blvd Run Parallel on the East Side,-87.68460875,41.80842679,-87.6844074,41.80114722,19,40:09.0
908,Michigan,NB,Randolph,Ohio,0.56,N,,-87.62426376,41.88447407,-87.623997,41.892571,19,40:20.0
623,Cicero,NB,North Ave,Armitage,0.5,N,,-87.74590288,41.90962769,-87.74592882,41.91693011,32,40:15.0
962,Ontario,WB,State,LaSalle,0.23,E,Oneway,-87.62811079,41.89326837,-87.63263645,41.89320277,15,40:25.0
529,Caldwell,NW,Central,Devon,0.15,N,,-87.764172,41.996247,-87.76650952,41.99730108,-1,40:20.0
39,Pulaski,NB,Cermak,16th,0.5,S,,-87.7245751,41.85154559,-87.72484089,41.85886735,25,40:05.0
954,Ohio,EB,Orleans,LaSalle,0.23,W,Oneway,-87.63704756,41.89238166,-87.63257264,41.89241451,12,40:25.0
315,Irving Park,WB,Ashland,Damen,0.5,W,,-87.66904744,41.95442756,-87.67875291,41.95429414,25,40:13.0
686,Dr Martin L King Jr,NB,83rd,79th,0.5,S,,-87.61455939,41.7438091,-87.61481092,41.75111901,20,40:16.0
19,Pulaski,NB,111th,107th,0.5,S,IDOT Signals possible in this segment,-87.7201006,41.69126764,-87.72051384,41.69856112,39,40:04.0
1207,Halsted,NB,67th,63rd,0.5,S,,-87.644407,41.772472,-87.644597,41.779751,18,40:21.0
404,Western,SB,Montrose,Irving Park,0.5,N,,-87.68886682,41.96131388,-87.68865004,41.95401377,32,40:09.0
205,North,WB,Kedzie,Central Park,0.5,W,,-87.70695912,41.91025253,-87.71669936,41.91013136,27,40:04.0
169,55th,WB,Kostner,Cicero,0.46,W,,-87.73296225,41.79325319,-87.74198347,41.79316818,-1,40:02.0
1303,Balbo,WB,LakeShore Dr,Michigan,0.52,E,,-87.617312,41.873356,-87.627565,41.873192,18,40:30.0
755,Ewing,SB,96th,Indianapolis,0.59,S,,-87.53541827,41.72132866,-87.53545865,41.71281421,-1,40:21.0
688,Dr Martin L King Jr,NB,75th,71st,0.5,S,,-87.61489623,41.75840293,-87.61511451,41.76571256,29,40:16.0
332,Western,NB,91st,87th,0.5,S,IDOT Signals Possible,-87.68211649,41.72822864,-87.68233085,41.73552625,-1,40:08.0
223,Roosevelt,EB,Damen,Ashland,0.5,W,,-87.6762511,41.86661737,-87.66638498,41.86672429,29,40:11.0
1208,Halsted,NB,63rd,59th,0.5,S,,-87.644597,41.779751,-87.64478,41.787025,22,40:21.0
851,Higgins,SE,Oak Park,Nagle,0.47,W,,-87.79646006,41.97873141,-87.78785901,41.97612103,-1,40:23.0
1090,130th,WB,I-94 Expy,Indiana,1.535623684,E,Outside City Limits,-87.58880271,41.66009323,-87.61845189,41.65924464,27,40:26.0
650,Cicero,SB,Belmont,Diversey,0.5,N,,-87.74706202,41.93882051,-87.74677565,41.93153343,27,40:16.0
708,Dr Martin L King Jr,SB,67th,71st,0.5,S,,-87.61560029,41.77294907,-87.61548104,41.76571485,25,40:17.0
338,Western,NB,67th,63rd,0.5,S,,-87.68326095,41.77197658,-87.68345604,41.77921498,24,40:08.0
197,North,WB,Narragansett,Oak Park,0.5,W,IDOT Signals Possible,-87.78496276,41.90924887,-87.79480245,41.90917294,27,40:03.0
446,79th,EB,Damen,Ashland,0.49,W,,-87.67308525,41.75014314,-87.66347154,41.75029083,26,40:07.0
1219,Halsted,NB,16th,Roosevelt,0.5,S,,-87.646517,41.859912,-87.646729,41.867152,18,40:29.0
94,Pulaski,SB,Lawrence,Elston,0.6,N,,-87.72827911,41.96824521,-87.72804055,41.95961671,16,40:06.0
357,Western,NB,Milwaukee,Fullerton,0.55,N,,-87.68720501,41.91680439,-87.68745819,41.92489965,21,40:08.0
556,Cermak,WB,Halsted,Racine,0.5,W,,-87.64645995,41.85281978,-87.65618005,41.85267979,27,40:13.0
825,Milwaukee,NW,Lawrence,Foster,0.65,N,,-87.76059119,41.9678435,-87.76755465,41.97565424,27,40:23.0
195,North,EB,Halsted,LaSalle,0.78,W,,-87.64827304,41.91078242,-87.63315238,41.91102508,18,40:03.0
1291,Chicago,EB,Milwaukee,Halsted,0.4,W,,-87.655452,41.896167,-87.647745,41.896297,29,40:28.0
802,Stony Island,NB,75th,71st,0.5,S,,-87.58574643,41.7587832,-87.58591562,41.76608544,27,40:22.0
318,Irving Park,WB,Clarendon,Sheridan,0.24,W,,-87.64969837,41.95469844,-87.65454328,41.95462558,19,40:13.0
454,79th,WB,Halsted,Racine,0.5,W,,-87.64397017,41.75077524,-87.65369301,41.75058916,23,40:08.0
1211,Halsted,NB,51st,47th,0.5,S,,-87.645156,41.801585,-87.645349,41.808864,-1,40:29.0
582,Lake Shore Dr,NW,I-55 Expy,18th,0.65,S,,-87.61245607,41.84897634,-87.61641887,41.85796047,55,40:10.0
273,87th,WB,Halsted,Racine,0.5,W,,-87.64362557,41.73641527,-87.65333871,41.73607258,18,40:15.0
1061,Washington,WB,Randolph,1550 West,0.1,W,,-87.66333196,41.88426411,-87.6648232,41.88318059,-1,40:26.0
